GENESIS-Tabelle: 12613-0004
Deaths: Germany, years, nationality, sex, age years;;;;;;;;;;
Death statistics;;;;;;;;;;
Germany;;;;;;;;;;
Deaths (number);;;;;;;;;;
;;Male;Male;Male;Female;Female;Female;Total;Total;Total
;;Germans;Foreigners;Total;Germans;Foreigners;Total;Germans;Foreigners;Total
2000;under 1 year;1649;268;1917;1204;241;1445;2853;509;3362
2000;1 year;153;30;183;112;27;139;265;57;322
2000;2 years;78;23;101;70;17;87;148;40;188
2000;3 years;75;16;91;51;9;60;126;25;151
2000;4 years;53;9;62;36;7;43;89;16;105
2000;5 years;37;10;47;38;4;42;75;14;89
2000;6 years;56;10;66;32;2;34;88;12;100
2000;7 years;40;4;44;37;8;45;77;12;89
2000;8 years;50;8;58;34;3;37;84;11;95
2000;9 years;55;9;64;33;5;38;88;14;102
2000;10 years;46;4;50;41;6;47;87;10;97
2000;11 years;67;7;74;46;5;51;113;12;125
2000;12 years;68;9;77;38;3;41;106;12;118
2000;13 years;68;7;75;51;1;52;119;8;127
2000;14 years;76;4;80;54;9;63;130;13;143
2000;15 years;95;11;106;78;11;89;173;22;195
2000;16 years;195;8;203;85;6;91;280;14;294
2000;17 years;257;12;269;115;7;122;372;19;391
2000;18 years;411;23;434;144;12;156;555;35;590
2000;19 years;418;34;452;148;15;163;566;49;615
2000;20 years;445;52;497;143;19;162;588;71;659
2000;21 years;386;32;418;118;16;134;504;48;552
2000;22 years;377;38;415;124;8;132;501;46;547
2000;23 years;338;43;381;126;17;143;464;60;524
2000;24 years;367;44;411;116;21;137;483;65;548
2000;25 years;303;78;381;96;19;115;399;97;496
2000;26 years;345;44;389;113;14;127;458;58;516
2000;27 years;344;54;398;138;26;164;482;80;562
2000;28 years;406;62;468;155;27;182;561;89;650
2000;29 years;467;54;521;179;26;205;646;80;726
2000;30 years;505;51;556;169;20;189;674;71;745
2000;31 years;551;47;598;242;25;267;793;72;865
2000;32 years;624;50;674;284;22;306;908;72;980
2000;33 years;668;45;713;313;22;335;981;67;1048
2000;34 years;775;52;827;350;20;370;1125;72;1197
2000;35 years;807;64;871;388;22;410;1195;86;1281
2000;36 years;904;54;958;420;31;451;1324;85;1409
2000;37 years;987;65;1052;481;35;516;1468;100;1568
2000;38 years;1083;65;1148;560;27;587;1643;92;1735
2000;39 years;1143;73;1216;559;34;593;1702;107;1809
2000;40 years;1308;75;1383;582;36;618;1890;111;2001
2000;41 years;1390;75;1465;668;33;701;2058;108;2166
2000;42 years;1509;73;1582;785;43;828;2294;116;2410
2000;43 years;1614;70;1684;805;38;843;2419;108;2527
2000;44 years;1767;83;1850;867;39;906;2634;122;2756
2000;45 years;1863;68;1931;933;55;988;2796;123;2919
2000;46 years;2020;78;2098;997;35;1032;3017;113;3130
2000;47 years;2103;97;2200;1086;45;1131;3189;142;3331
2000;48 years;2345;95;2440;1189;75;1264;3534;170;3704
2000;49 years;2558;104;2662;1259;70;1329;3817;174;3991
2000;50 years;2602;139;2741;1366;88;1454;3968;227;4195
2000;51 years;2796;141;2937;1417;83;1500;4213;224;4437
2000;52 years;2654;167;2821;1435;72;1507;4089;239;4328
2000;53 years;2886;197;3083;1428;94;1522;4314;291;4605
2000;54 years;2520;190;2710;1269;80;1349;3789;270;4059
2000;55 years;3182;201;3383;1560;70;1630;4742;271;5013
2000;56 years;4040;222;4262;2077;85;2162;6117;307;6424
2000;57 years;4301;227;4528;2133;92;2225;6434;319;6753
2000;58 years;5371;242;5613;2570;92;2662;7941;334;8275
2000;59 years;6209;268;6477;2946;90;3036;9155;358;9513
2000;60 years;7297;275;7572;3470;107;3577;10767;382;11149
2000;61 years;7568;270;7838;3628;103;3731;11196;373;11569
2000;62 years;7549;270;7819;3665;105;3770;11214;375;11589
2000;63 years;8057;262;8319;3841;88;3929;11898;350;12248
2000;64 years;8236;240;8476;4259;93;4352;12495;333;12828
2000;65 years;9243;234;9477;4608;85;4693;13851;319;14170
2000;66 years;8495;232;8727;4429;78;4507;12924;310;13234
2000;67 years;8355;213;8568;4333;81;4414;12688;294;12982
2000;68 years;9100;234;9334;4976;87;5063;14076;321;14397
2000;69 years;10017;178;10195;5685;91;5776;15702;269;15971
2000;70 years;11299;214;11513;6686;97;6783;17985;311;18296
2000;71 years;11913;200;12113;7179;88;7267;19092;288;19380
2000;72 years;11606;171;11777;7957;102;8059;19563;273;19836
2000;73 years;10973;148;11121;8633;83;8716;19606;231;19837
2000;74 years;11063;179;11242;9726;119;9845;20789;298;21087
2000;75 years;10629;163;10792;10939;108;11047;21568;271;21839
2000;76 years;10169;147;10316;11942;99;12041;22111;246;22357
2000;77 years;11130;153;11283;13168;113;13281;24298;266;24564
2000;78 years;12212;129;12341;15210;117;15327;27422;246;27668
2000;79 years;12506;135;12641;17104;113;17217;29610;248;29858
2000;80 years;11951;143;12094;17915;131;18046;29866;274;30140
2000;81 years;7235;95;7330;11137;67;11204;18372;162;18534
2000;82 years;6228;78;6306;9914;70;9984;16142;148;16290
2000;83 years;6605;74;6679;11444;71;11515;18049;145;18194
2000;84 years;7259;74;7333;13642;78;13720;20901;152;21053
2000;85 years;9820;79;9899;20142;113;20255;29962;192;30154
2000;86 years;10226;60;10286;21708;94;21802;31934;154;32088
2000;87 years;9645;69;9714;22052;101;22153;31697;170;31867
2000;88 years;8487;62;8549;20802;113;20915;29289;175;29464
2000;89 years;7329;41;7370;19556;89;19645;26885;130;27015
2000;90 years;6367;39;6406;17967;87;18054;24334;126;24460
2000;91 years;5334;35;5369;16157;79;16236;21491;114;21605
2000;92 years;4228;29;4257;13931;48;13979;18159;77;18236
2000;93 years;3216;20;3236;11213;56;11269;14429;76;14505
2000;94 years;2422;20;2442;8731;48;8779;11153;68;11221
2000;95 years;1721;10;1731;6610;29;6639;8331;39;8370
2000;96 years;1254;6;1260;4828;23;4851;6082;29;6111
2000;97 years;820;5;825;3593;23;3616;4413;28;4441
2000;98 years;484;0;484;2562;21;2583;3046;21;3067
2000;99 years;321;5;326;1594;10;1604;1915;15;1930
2000;100 years and over;422;4;426;2503;12;2515;2925;16;2941
2000;age unknown;-;-;-;-;-;-;-;-;-
2000;Total;379601;9380;388981;444332;5484;449816;823933;14864;838797
2001;under 1 year;1581;234;1815;1143;205;1348;2724;439;3163
2001;1 year;150;25;175;118;22;140;268;47;315
2001;2 years;100;13;113;65;14;79;165;27;192
2001;3 years;95;11;106;53;11;64;148;22;170
2001;4 years;53;8;61;59;4;63;112;12;124
2001;5 years;46;7;53;28;7;35;74;14;88
2001;6 years;43;5;48;42;11;53;85;16;101
2001;7 years;42;3;45;23;4;27;65;7;72
2001;8 years;41;4;45;33;4;37;74;8;82
2001;9 years;53;8;61;31;9;40;84;17;101
2001;10 years;47;4;51;35;3;38;82;7;89
2001;11 years;55;5;60;36;6;42;91;11;102
2001;12 years;69;7;76;41;6;47;110;13;123
2001;13 years;89;7;96;58;3;61;147;10;157
2001;14 years;95;6;101;65;9;74;160;15;175
2001;15 years;103;5;108;64;7;71;167;12;179
2001;16 years;185;16;201;82;6;88;267;22;289
2001;17 years;195;15;210;101;3;104;296;18;314
2001;18 years;405;34;439;145;10;155;550;44;594
2001;19 years;386;32;418;175;7;182;561;39;600
2001;20 years;408;35;443;147;13;160;555;48;603
2001;21 years;381;43;424;132;9;141;513;52;565
2001;22 years;359;37;396;99;7;106;458;44;502
2001;23 years;360;42;402;113;13;126;473;55;528
2001;24 years;312;38;350;106;15;121;418;53;471
2001;25 years;317;31;348;103;17;120;420;48;468
2001;26 years;292;42;334;101;20;121;393;62;455
2001;27 years;322;44;366;133;16;149;455;60;515
2001;28 years;329;36;365;127;20;147;456;56;512
2001;29 years;380;51;431;148;24;172;528;75;603
2001;30 years;424;59;483;161;22;183;585;81;666
2001;31 years;489;49;538;183;23;206;672;72;744
2001;32 years;572;54;626;223;14;237;795;68;863
2001;33 years;614;46;660;251;18;269;865;64;929
2001;34 years;664;48;712;295;21;316;959;69;1028
2001;35 years;809;51;860;399;24;423;1208;75;1283
2001;36 years;853;60;913;442;26;468;1295;86;1381
2001;37 years;907;75;982;490;34;524;1397;109;1506
2001;38 years;1072;65;1137;525;22;547;1597;87;1684
2001;39 years;1147;63;1210;584;27;611;1731;90;1821
2001;40 years;1251;69;1320;646;28;674;1897;97;1994
2001;41 years;1333;63;1396;701;40;741;2034;103;2137
2001;42 years;1481;74;1555;679;30;709;2160;104;2264
2001;43 years;1575;78;1653;762;51;813;2337;129;2466
2001;44 years;1672;74;1746;863;24;887;2535;98;2633
2001;45 years;1833;86;1919;896;52;948;2729;138;2867
2001;46 years;2045;88;2133;1009;48;1057;3054;136;3190
2001;47 years;2206;80;2286;1066;65;1131;3272;145;3417
2001;48 years;2288;87;2375;1169;72;1241;3457;159;3616
2001;49 years;2428;102;2530;1289;60;1349;3717;162;3879
2001;50 years;2597;130;2727;1386;75;1461;3983;205;4188
2001;51 years;2797;148;2945;1420;85;1505;4217;233;4450
2001;52 years;2880;164;3044;1500;97;1597;4380;261;4641
2001;53 years;2812;184;2996;1529;83;1612;4341;267;4608
2001;54 years;3034;208;3242;1554;101;1655;4588;309;4897
2001;55 years;2680;198;2878;1346;72;1418;4026;270;4296
2001;56 years;3283;178;3461;1714;74;1788;4997;252;5249
2001;57 years;4455;246;4701;2146;93;2239;6601;339;6940
2001;58 years;4529;251;4780;2261;78;2339;6790;329;7119
2001;59 years;5569;292;5861;2656;81;2737;8225;373;8598
2001;60 years;6648;275;6923;3050;98;3148;9698;373;10071
2001;61 years;7630;309;7939;3766;92;3858;11396;401;11797
2001;62 years;7712;308;8020;3799;94;3893;11511;402;11913
2001;63 years;7873;288;8161;3862;94;3956;11735;382;12117
2001;64 years;8289;306;8595;4161;92;4253;12450;398;12848
2001;65 years;8649;251;8900;4487;74;4561;13136;325;13461
2001;66 years;9324;262;9586;4926;84;5010;14250;346;14596
2001;67 years;8567;248;8815;4617;101;4718;13184;349;13533
2001;68 years;8468;230;8698;4573;90;4663;13041;320;13361
2001;69 years;9315;233;9548;5372;97;5469;14687;330;15017
2001;70 years;10551;191;10742;6109;116;6225;16660;307;16967
2001;71 years;11563;210;11773;6929;78;7007;18492;288;18780
2001;72 years;11901;182;12083;7701;93;7794;19602;275;19877
2001;73 years;11729;171;11900;8368;104;8472;20097;275;20372
2001;74 years;11245;186;11431;9206;111;9317;20451;297;20748
2001;75 years;11152;153;11305;10334;124;10458;21486;277;21763
2001;76 years;10742;163;10905;11652;131;11783;22394;294;22688
2001;77 years;10589;181;10770;12390;128;12518;22979;309;23288
2001;78 years;11103;147;11250;13923;120;14043;25026;267;25293
2001;79 years;12010;148;12158;16475;150;16625;28485;298;28783
2001;80 years;12324;131;12455;18000;113;18113;30324;244;30568
2001;81 years;12083;127;12210;18694;124;18818;30777;251;31028
2001;82 years;6854;91;6945;11518;93;11611;18372;184;18556
2001;83 years;5768;82;5850;10195;87;10282;15963;169;16132
2001;84 years;6094;70;6164;11402;68;11470;17496;138;17634
2001;85 years;6758;67;6825;13665;76;13741;20423;143;20566
2001;86 years;9275;81;9356;20247;99;20346;29522;180;29702
2001;87 years;9389;72;9461;21452;123;21575;30841;195;31036
2001;88 years;8591;55;8646;21047;108;21155;29638;163;29801
2001;89 years;7437;52;7489;19624;107;19731;27061;159;27220
2001;90 years;6172;48;6220;17922;88;18010;24094;136;24230
2001;91 years;5380;42;5422;16826;75;16901;22206;117;22323
2001;92 years;4273;27;4300;14267;70;14337;18540;97;18637
2001;93 years;3223;22;3245;11917;57;11974;15140;79;15219
2001;94 years;2557;17;2574;9470;51;9521;12027;68;12095
2001;95 years;1896;10;1906;7130;36;7166;9026;46;9072
2001;96 years;1295;10;1305;5272;30;5302;6567;40;6607
2001;97 years;857;6;863;3795;16;3811;4652;22;4674
2001;98 years;552;3;555;2620;12;2632;3172;15;3187
2001;99 years;324;3;327;1782;14;1796;2106;17;2123
2001;100 years and over;449;8;457;2781;14;2795;3230;22;3252
2001;age unknown;-;-;-;-;-;-;-;-;-
2001;Total;374203;9684;383887;439077;5577;444654;813280;15261;828541
2002;under 1 year;1493;177;1670;1215;151;1366;2708;328;3036
2002;1 year;139;17;156;136;13;149;275;30;305
2002;2 years;73;10;83;66;8;74;139;18;157
2002;3 years;64;10;74;60;15;75;124;25;149
2002;4 years;44;4;48;49;9;58;93;13;106
2002;5 years;54;9;63;37;15;52;91;24;115
2002;6 years;38;8;46;33;5;38;71;13;84
2002;7 years;42;5;47;26;2;28;68;7;75
2002;8 years;41;6;47;31;5;36;72;11;83
2002;9 years;28;3;31;25;1;26;53;4;57
2002;10 years;38;8;46;26;4;30;64;12;76
2002;11 years;54;17;71;36;6;42;90;23;113
2002;12 years;62;8;70;44;4;48;106;12;118
2002;13 years;58;11;69;53;3;56;111;14;125
2002;14 years;78;7;85;48;6;54;126;13;139
2002;15 years;103;9;112;85;6;91;188;15;203
2002;16 years;203;13;216;85;8;93;288;21;309
2002;17 years;229;19;248;93;7;100;322;26;348
2002;18 years;382;23;405;133;13;146;515;36;551
2002;19 years;397;29;426;117;10;127;514;39;553
2002;20 years;366;37;403;138;14;152;504;51;555
2002;21 years;377;37;414;122;4;126;499;41;540
2002;22 years;372;38;410;126;10;136;498;48;546
2002;23 years;342;38;380;115;6;121;457;44;501
2002;24 years;304;55;359;123;14;137;427;69;496
2002;25 years;287;45;332;108;20;128;395;65;460
2002;26 years;269;41;310;100;20;120;369;61;430
2002;27 years;284;65;349;123;16;139;407;81;488
2002;28 years;310;41;351;138;14;152;448;55;503
2002;29 years;334;52;386;110;19;129;444;71;515
2002;30 years;386;55;441;160;15;175;546;70;616
2002;31 years;420;52;472;190;22;212;610;74;684
2002;32 years;468;47;515;217;23;240;685;70;755
2002;33 years;566;56;622;229;28;257;795;84;879
2002;34 years;645;52;697;303;24;327;948;76;1024
2002;35 years;713;49;762;337;29;366;1050;78;1128
2002;36 years;801;63;864;397;32;429;1198;95;1293
2002;37 years;895;68;963;435;27;462;1330;95;1425
2002;38 years;1050;63;1113;468;31;499;1518;94;1612
2002;39 years;1116;74;1190;549;31;580;1665;105;1770
2002;40 years;1292;72;1364;602;40;642;1894;112;2006
2002;41 years;1323;50;1373;659;36;695;1982;86;2068
2002;42 years;1470;61;1531;759;29;788;2229;90;2319
2002;43 years;1584;73;1657;849;33;882;2433;106;2539
2002;44 years;1732;67;1799;879;31;910;2611;98;2709
2002;45 years;1951;97;2048;1003;46;1049;2954;143;3097
2002;46 years;2004;83;2087;1001;54;1055;3005;137;3142
2002;47 years;2173;99;2272;1105;58;1163;3278;157;3435
2002;48 years;2337;78;2415;1133;73;1206;3470;151;3621
2002;49 years;2480;111;2591;1306;72;1378;3786;183;3969
2002;50 years;2734;122;2856;1346;72;1418;4080;194;4274
2002;51 years;2800;145;2945;1506;85;1591;4306;230;4536
2002;52 years;3114;183;3297;1596;113;1709;4710;296;5006
2002;53 years;3065;189;3254;1624;73;1697;4689;262;4951
2002;54 years;3153;209;3362;1593;101;1694;4746;310;5056
2002;55 years;3291;215;3506;1714;82;1796;5005;297;5302
2002;56 years;2826;202;3028;1390;82;1472;4216;284;4500
2002;57 years;3504;236;3740;1897;92;1989;5401;328;5729
2002;58 years;4636;250;4886;2326;83;2409;6962;333;7295
2002;59 years;4919;240;5159;2315;83;2398;7234;323;7557
2002;60 years;5841;276;6117;2957;101;3058;8798;377;9175
2002;61 years;6894;249;7143;3235;90;3325;10129;339;10468
2002;62 years;8127;328;8455;3932;104;4036;12059;432;12491
2002;63 years;8342;270;8612;4147;115;4262;12489;385;12874
2002;64 years;8161;317;8478;4061;110;4171;12222;427;12649
2002;65 years;8793;323;9116;4500;108;4608;13293;431;13724
2002;66 years;9092;260;9352;4878;93;4971;13970;353;14323
2002;67 years;10114;268;10382;5269;93;5362;15383;361;15744
2002;68 years;8963;273;9236;5099;85;5184;14062;358;14420
2002;69 years;8735;283;9018;4940;109;5049;13675;392;14067
2002;70 years;9689;203;9892;5694;103;5797;15383;306;15689
2002;71 years;10977;224;11201;6819;119;6938;17796;343;18139
2002;72 years;11845;200;12045;7505;89;7594;19350;289;19639
2002;73 years;12555;198;12753;8426;98;8524;20981;296;21277
2002;74 years;12367;161;12528;9174;101;9275;21541;262;21803
2002;75 years;11663;184;11847;10274;132;10406;21937;316;22253
2002;76 years;11534;180;11714;11426;131;11557;22960;311;23271
2002;77 years;11164;182;11346;12597;137;12734;23761;319;24080
2002;78 years;10749;155;10904;13498;144;13642;24247;299;24546
2002;79 years;11245;154;11399;15097;137;15234;26342;291;26633
2002;80 years;12322;139;12461;17783;131;17914;30105;270;30375
2002;81 years;12448;123;12571;19726;150;19876;32174;273;32447
2002;82 years;11976;124;12100;19723;127;19850;31699;251;31950
2002;83 years;6976;93;7069;12268;112;12380;19244;205;19449
2002;84 years;5834;82;5916;10918;93;11011;16752;175;16927
2002;85 years;6067;94;6161;11763;79;11842;17830;173;18003
2002;86 years;6451;92;6543;14060;91;14151;20511;183;20694
2002;87 years;8727;80;8807;20402;95;20497;29129;175;29304
2002;88 years;8793;59;8852;21605;105;21710;30398;164;30562
2002;89 years;7781;54;7835;20998;107;21105;28779;161;28940
2002;90 years;6593;56;6649;19241;99;19340;25834;155;25989
2002;91 years;5568;39;5607;16873;88;16961;22441;127;22568
2002;92 years;4532;29;4561;15089;83;15172;19621;112;19733
2002;93 years;3578;31;3609;12727;52;12779;16305;83;16388
2002;94 years;2652;21;2673;10313;57;10370;12965;78;13043
2002;95 years;2024;13;2037;8146;31;8177;10170;44;10214
2002;96 years;1304;11;1315;5913;36;5949;7217;47;7264
2002;97 years;900;5;905;4191;21;4212;5091;26;5117
2002;98 years;591;5;596;2940;20;2960;3531;25;3556
2002;99 years;338;3;341;1912;11;1923;2250;14;2264
2002;100 years and over;449;5;454;3120;27;3147;3569;32;3601
2002;age unknown;-;-;-;-;-;-;-;-;-
2002;Total;379067;10049;389116;446728;5842;452570;825795;15891;841686
2003;under 1 year;1502;198;1700;1158;132;1290;2660;330;2990
2003;1 year;143;14;157;117;8;125;260;22;282
2003;2 years;69;14;83;66;7;73;135;21;156
2003;3 years;69;9;78;55;7;62;124;16;140
2003;4 years;51;12;63;31;8;39;82;20;102
2003;5 years;53;2;55;46;8;54;99;10;109
2003;6 years;49;9;58;36;2;38;85;11;96
2003;7 years;51;7;58;36;6;42;87;13;100
2003;8 years;51;6;57;33;5;38;84;11;95
2003;9 years;39;8;47;24;6;30;63;14;77
2003;10 years;37;4;41;37;5;42;74;9;83
2003;11 years;63;5;68;34;5;39;97;10;107
2003;12 years;53;10;63;32;4;36;85;14;99
2003;13 years;61;4;65;36;4;40;97;8;105
2003;14 years;97;12;109;62;5;67;159;17;176
2003;15 years;115;17;132;68;9;77;183;26;209
2003;16 years;167;14;181;92;7;99;259;21;280
2003;17 years;237;16;253;104;4;108;341;20;361
2003;18 years;315;24;339;113;6;119;428;30;458
2003;19 years;365;17;382;117;12;129;482;29;511
2003;20 years;358;27;385;139;8;147;497;35;532
2003;21 years;365;42;407;110;4;114;475;46;521
2003;22 years;323;33;356;119;12;131;442;45;487
2003;23 years;328;41;369;122;15;137;450;56;506
2003;24 years;323;40;363;92;15;107;415;55;470
2003;25 years;343;39;382;102;17;119;445;56;501
2003;26 years;330;49;379;117;14;131;447;63;510
2003;27 years;312;47;359;112;15;127;424;62;486
2003;28 years;305;55;360;110;20;130;415;75;490
2003;29 years;283;52;335;129;18;147;412;70;482
2003;30 years;316;54;370;145;29;174;461;83;544
2003;31 years;423;51;474;175;24;199;598;75;673
2003;32 years;447;51;498;161;16;177;608;67;675
2003;33 years;504;60;564;218;31;249;722;91;813
2003;34 years;612;55;667;304;24;328;916;79;995
2003;35 years;729;46;775;321;25;346;1050;71;1121
2003;36 years;789;46;835;360;34;394;1149;80;1229
2003;37 years;825;66;891;384;29;413;1209;95;1304
2003;38 years;965;64;1029;512;25;537;1477;89;1566
2003;39 years;1108;75;1183;556;45;601;1664;120;1784
2003;40 years;1182;70;1252;581;28;609;1763;98;1861
2003;41 years;1318;82;1400;674;42;716;1992;124;2116
2003;42 years;1487;78;1565;742;35;777;2229;113;2342
2003;43 years;1652;87;1739;808;52;860;2460;139;2599
2003;44 years;1668;70;1738;870;34;904;2538;104;2642
2003;45 years;1892;78;1970;887;50;937;2779;128;2907
2003;46 years;2063;94;2157;1032;47;1079;3095;141;3236
2003;47 years;2209;111;2320;1040;58;1098;3249;169;3418
2003;48 years;2342;99;2441;1178;56;1234;3520;155;3675
2003;49 years;2510;99;2609;1281;69;1350;3791;168;3959
2003;50 years;2721;114;2835;1356;77;1433;4077;191;4268
2003;51 years;2803;112;2915;1464;88;1552;4267;200;4467
2003;52 years;3092;147;3239;1611;90;1701;4703;237;4940
2003;53 years;3310;187;3497;1638;95;1733;4948;282;5230
2003;54 years;3366;193;3559;1739;116;1855;5105;309;5414
2003;55 years;3341;223;3564;1627;105;1732;4968;328;5296
2003;56 years;3396;229;3625;1797;94;1891;5193;323;5516
2003;57 years;2979;234;3213;1549;99;1648;4528;333;4861
2003;58 years;3909;247;4156;2000;105;2105;5909;352;6261
2003;59 years;4976;234;5210;2448;77;2525;7424;311;7735
2003;60 years;5052;266;5318;2510;89;2599;7562;355;7917
2003;61 years;6249;278;6527;3098;83;3181;9347;361;9708
2003;62 years;7390;323;7713;3595;107;3702;10985;430;11415
2003;63 years;8373;335;8708;4139;123;4262;12512;458;12970
2003;64 years;8766;301;9067;4247;122;4369;13013;423;13436
2003;65 years;8852;297;9149;4449;121;4570;13301;418;13719
2003;66 years;9364;305;9669;4744;109;4853;14108;414;14522
2003;67 years;9794;294;10088;5145;98;5243;14939;392;15331
2003;68 years;10750;279;11029;5691;108;5799;16441;387;16828
2003;69 years;9439;289;9728;5340;107;5447;14779;396;15175
2003;70 years;9167;280;9447;5540;107;5647;14707;387;15094
2003;71 years;10152;238;10390;6249;94;6343;16401;332;16733
2003;72 years;11711;198;11909;7422;88;7510;19133;286;19419
2003;73 years;12396;218;12614;8320;95;8415;20716;313;21029
2003;74 years;13065;225;13290;9147;97;9244;22212;322;22534
2003;75 years;12910;186;13096;10107;117;10224;23017;303;23320
2003;76 years;12221;176;12397;10930;104;11034;23151;280;23431
2003;77 years;12131;171;12302;12422;100;12522;24553;271;24824
2003;78 years;11702;169;11871;13839;149;13988;25541;318;25859
2003;79 years;10990;177;11167;14659;138;14797;25649;315;25964
2003;80 years;11774;146;11920;16827;153;16980;28601;299;28900
2003;81 years;12399;154;12553;19178;157;19335;31577;311;31888
2003;82 years;12654;142;12796;20885;149;21034;33539;291;33830
2003;83 years;12009;135;12144;21226;139;21365;33235;274;33509
2003;84 years;6779;99;6878;12821;111;12932;19600;210;19810
2003;85 years;5517;69;5586;11396;76;11472;16913;145;17058
2003;86 years;5855;52;5907;12336;74;12410;18191;126;18317
2003;87 years;6197;79;6276;14490;96;14586;20687;175;20862
2003;88 years;8235;60;8295;20465;115;20580;28700;175;28875
2003;89 years;7923;86;8009;21221;131;21352;29144;217;29361
2003;90 years;7129;56;7185;20092;87;20179;27221;143;27364
2003;91 years;5942;52;5994;18246;102;18348;24188;154;24342
2003;92 years;4678;30;4708;15412;88;15500;20090;118;20208
2003;93 years;3741;30;3771;13310;82;13392;17051;112;17163
2003;94 years;2747;18;2765;10966;49;11015;13713;67;13780
2003;95 years;2014;11;2025;8663;45;8708;10677;56;10733
2003;96 years;1465;13;1478;6547;43;6590;8012;56;8068
2003;97 years;976;6;982;4520;26;4546;5496;32;5528
2003;98 years;654;5;659;3175;17;3192;3829;22;3851
2003;99 years;370;2;372;2037;13;2050;2407;15;2422
2003;100 years and over;506;8;514;3341;26;3367;3847;34;3881
2003;age unknown;-;-;-;-;-;-;-;-;-
2003;Total;385829;10441;396270;451654;6022;457676;837483;16463;853946
2004;under 1 year;1452;177;1629;1157;132;1289;2609;309;2918
2004;1 year;130;14;144;104;6;110;234;20;254
2004;2 years;63;5;68;63;8;71;126;13;139
2004;3 years;57;8;65;49;8;57;106;16;122
2004;4 years;42;10;52;46;6;52;88;16;104
2004;5 years;48;3;51;42;5;47;90;8;98
2004;6 years;35;5;40;28;3;31;63;8;71
2004;7 years;39;7;46;27;4;31;66;11;77
2004;8 years;39;2;41;32;5;37;71;7;78
2004;9 years;36;2;38;16;4;20;52;6;58
2004;10 years;27;6;33;23;7;30;50;13;63
2004;11 years;49;5;54;35;3;38;84;8;92
2004;12 years;44;6;50;25;4;29;69;10;79
2004;13 years;49;6;55;33;5;38;82;11;93
2004;14 years;76;4;80;40;3;43;116;7;123
2004;15 years;97;9;106;75;8;83;172;17;189
2004;16 years;158;7;165;97;5;102;255;12;267
2004;17 years;210;19;229;80;12;92;290;31;321
2004;18 years;314;23;337;118;6;124;432;29;461
2004;19 years;323;25;348;116;8;124;439;33;472
2004;20 years;300;23;323;135;10;145;435;33;468
2004;21 years;324;20;344;105;7;112;429;27;456
2004;22 years;327;33;360;109;17;126;436;50;486
2004;23 years;319;31;350;104;14;118;423;45;468
2004;24 years;301;40;341;127;15;142;428;55;483
2004;25 years;303;43;346;88;10;98;391;53;444
2004;26 years;296;43;339;122;15;137;418;58;476
2004;27 years;273;39;312;123;11;134;396;50;446
2004;28 years;293;44;337;104;21;125;397;65;462
2004;29 years;258;48;306;123;12;135;381;60;441
2004;30 years;272;49;321;119;19;138;391;68;459
2004;31 years;319;58;377;142;19;161;461;77;538
2004;32 years;422;50;472;176;20;196;598;70;668
2004;33 years;458;54;512;198;29;227;656;83;739
2004;34 years;529;55;584;221;29;250;750;84;834
2004;35 years;627;59;686;281;36;317;908;95;1003
2004;36 years;695;71;766;312;31;343;1007;102;1109
2004;37 years;778;60;838;387;25;412;1165;85;1250
2004;38 years;910;57;967;423;26;449;1333;83;1416
2004;39 years;1040;62;1102;495;25;520;1535;87;1622
2004;40 years;1149;65;1214;546;36;582;1695;101;1796
2004;41 years;1284;72;1356;606;30;636;1890;102;1992
2004;42 years;1492;82;1574;687;27;714;2179;109;2288
2004;43 years;1610;76;1686;788;25;813;2398;101;2499
2004;44 years;1701;79;1780;787;45;832;2488;124;2612
2004;45 years;1809;72;1881;886;48;934;2695;120;2815
2004;46 years;1990;84;2074;1047;42;1089;3037;126;3163
2004;47 years;2113;90;2203;1123;39;1162;3236;129;3365
2004;48 years;2233;110;2343;1168;56;1224;3401;166;3567
2004;49 years;2443;87;2530;1304;69;1373;3747;156;3903
2004;50 years;2607;87;2694;1336;70;1406;3943;157;4100
2004;51 years;2701;120;2821;1413;89;1502;4114;209;4323
2004;52 years;3092;119;3211;1521;81;1602;4613;200;4813
2004;53 years;3313;139;3452;1584;85;1669;4897;224;5121
2004;54 years;3445;170;3615;1711;97;1808;5156;267;5423
2004;55 years;3503;227;3730;1804;91;1895;5307;318;5625
2004;56 years;3371;232;3603;1773;108;1881;5144;340;5484
2004;57 years;3614;234;3848;1858;103;1961;5472;337;5809
2004;58 years;3079;226;3305;1683;98;1781;4762;324;5086
2004;59 years;4014;255;4269;2118;113;2231;6132;368;6500
2004;60 years;5166;235;5401;2570;113;2683;7736;348;8084
2004;61 years;5266;252;5518;2568;100;2668;7834;352;8186
2004;62 years;6578;256;6834;3238;100;3338;9816;356;10172
2004;63 years;7617;284;7901;3730;115;3845;11347;399;11746
2004;64 years;8632;341;8973;4267;133;4400;12899;474;13373
2004;65 years;9079;321;9400;4470;113;4583;13549;434;13983
2004;66 years;9084;349;9433;4651;103;4754;13735;452;14187
2004;67 years;9336;304;9640;4983;115;5098;14319;419;14738
2004;68 years;9924;281;10205;5361;127;5488;15285;408;15693
2004;69 years;10504;272;10776;6049;100;6149;16553;372;16925
2004;70 years;9778;299;10077;5523;110;5633;15301;409;15710
2004;71 years;9124;251;9375;5694;98;5792;14818;349;15167
